professor_name,classname,date,quality_rating,difficulty_rating,comments
Jason Siefken,MAT224,"Apr 18th, 2018",1.0,5.0,"At the end of the semester, Professor Siefken wrote a long comment on Piazza outlining how he enjoyed teaching the course despite the course average is less than 60%, despite the fact that 70%+ people dropped. Arrogance, stubbornness, ignorance are the only qualities I see from this prof. He should approach Uppal and ask him how he ran the course."
Jason Siefken,MAT224,"Apr 16th, 2018",1.0,5.0,Very unorganized.
Jason Siefken,MAT224,"Apr 12th, 2018",1.0,5.0,Has a tunnel vision on how 224 needs to be run. He even wrote a long post at the end of the semester defending how he ran the course that just makes him look unapproachable and stubborn. Perhaps he should approach Uppal to see how he ran the course since theyre usually well reviewed.
Jason Siefken,MAT224,"Apr 11th, 2018",1.0,5.0,"Terrible MAT224 coordinator. What is a class with a 70% drop rate? Refuses to reveal averages. Harsh grading and does not tell us what we did wrong on problem sets. Then, he puts a problem set question on the test and everyone gets it wrong."
Jason Siefken,MAT224,"Apr 11th, 2018",1.0,5.0,"Coordinating MAT224 his reason for tunnel-visioning a course which started with 700 students and ended with 180 into the exam was that ""I talked to the other profs and agreed on a course syllabus"". TAs that dont show up consistently for OH, not revealing the average(40%) only for a more senior prof to leak it, and no solutions to HW problems ."
Jason Siefken,MAT224,"Apr 11th, 2018",1.0,5.0,if you go to his office at pg there's blackboard beside his door saying 'the best prof'. people saying it just for ass kissing but pathetically seems like he truly believes it. im in his section hes always bouncing around and confuse people. stubborn and not willing to listen to others. no one messed up with him since they are still in the course.
Jason Siefken,MAT224,"Apr 11th, 2018",1.0,5.0,hes always sending us email saying he works very hard on giving us a fair exam and hope we will appreciate his effort. its not fair just from this oneside call. look how it reflects on the students. everyone remained in the class after tts are truly diligent students in maths look the bs final jason sent us.
Jason Siefken,MAT224,"Apr 11th, 2018",1.0,5.0,if its like the coordinator said why average is on our transcript? are you judging the school and all the other universities in the world on grading scheme like why would average even exists in statistics?
Jason Siefken,MAT224,"Apr 10th, 2018",1.0,3.0,Absolutely refuses to compromise his vision of what the course should look like even when all his students are dropping. Very stubborn marker.
Jason Siefken,MAT224,"Apr 10th, 2018",1.0,4.0,"Not accessible outside of class. Horrible at organizing TAs to answer questions during office hours. Very miserable and stubborn style of exam questions, especially the last 20 marks, which deducts 2 marks for wrong answers. Extremely discouraging."
Jason Siefken,MAT224,"Apr 10th, 2018",1.0,5.0,"70% drop rate explains it all. Doesn't release course averages, doesn't release solutions for problem sets, and explicitly says no curves when it's quite clear most of the class did very bad on the term tests."
Jason Siefken,MAT224,"Apr 10th, 2018",5.0,4.0,"Professor Siefken always mention about study habit, which is indeed important for the course. He made this course enjoying and fair, all my class skipping friend who wish to attend tutor company in order to get good grade dropped. But in other course, this may not be the case. Happy to see no paying to get good grade at UofT!"
Jason Siefken,MAT224,"Apr 10th, 2018",5.0,3.0,"I am glad to be in his section. His lecture size is 196, but only 25-30 student go to his lecture after the test 1. 85% don't attend no wonder they drop. Prof Siefken explain everything with intuition and super helpful if you are confused with concepts. His marking is also fair, never give machinery questions, but testing your comprehension ."
Jason Siefken,MAT224,"Apr 10th, 2018",1.0,3.0,"Professor Siefken is the course coordinator for MAT224 this year. However, he lacks the experience of properly managing a course, which refers to maintaining a reasonable average, organizing TAs to answer questions on Piazza and during office hours. The 70% dropout rate indicates his low capability of being a course coordinator."
Jason Siefken,MAT224,"Mar 29th, 2018",5.0,3.0,"U of T need more teacher like this for 200 math course, so math department dont have to take in that many student each year who are not really into mathematics. His marking is pretty fair since it not only measures your efforts but also understanding of mathematics. If you can get a good mark on his class which means mathematics is for you."
Jason Siefken,MAT224,"Mar 17th, 2018",5.0,4.0,He is a really nice prof!
Jason Siefken,MAT224,"Mar 14th, 2018",1.0,5.0,He seems to assume that you know all the content from book and not talk about them systematically in class. Problem sets are not helping with exams at all. And courses not well organized.
Jason Siefken,MAT224,"Mar 14th, 2018",1.0,5.0,condescending prof. Super hard midterms
Jason Siefken,MAT224,"Mar 13th, 2018",1.0,5.0,To hard to get higher grade in his class. No average and curve are unfair.
Jason Siefken,MAT224,"Mar 13th, 2018",1.0,5.0,"By the end of term test 2, more than half the students who were enrolled at the start of the semester has dropped the course. Refuses to adjust his teaching methods/evaluation methods despite negative feedback. Overall, just an absolutely disastrous course coordinator."
Jason Siefken,MAT224,"Mar 12th, 2018",1.0,5.0,Honestly I have never seen a prof who sends emails to encourage students to drop his course
Jason Siefken,MAT224,"Mar 12th, 2018",1.0,5.0,"Youll never know the course average cuz he would not be reported if students dont see the course average. His purpose probably is not push you to study the math, but is to let you know how cruel the world is. The worst prof Ive ever had in my life."
Jason Siefken,MAT224,"Mar 4th, 2018",1.0,5.0,"His ''gifted'' teaching method will mislead your thoughts and mess something even though you've already known, with an ease."
Jason Siefken,MAT223,"Feb 13th, 2018",3.0,3.0,I took his linear Algebra this term and I think he is a good prof. His lec is full of joy and he always pays attention to interaction with students.
Jason Siefken,MAT223,"Jan 24th, 2018",5.0,4.0,Professor SIefkin counts among the rare breed of inspired professors. He teaches with enthusiasm and makes you love his subject. It's a joy to attend class.
Jason Siefken,MAT135,"Jan 20th, 2018",1.0,4.0,"Very confusing professor, instead of going through problems methodically and actually teaching, he goes off tangent and puts up very abstract questions that he never actually ends up solving. Pointless lecture, switch if you have him or just learn from the textbook. He did not prepare our class well for the final exam."
Jason Siefken,MAT135H,"Jan 9th, 2018",1.0,4.0,"most confusing prof i've had. puts questions up and makes you work through them on your own and then never takes them up. also doesn't stick to the syllabus so everything kinda comes out of nowhere. when he does put things on the board, he doesn't explain them at all. asks questions and doesn't answer them. take a different section if you can!"
Jason Siefken,MAT135,"Jan 3rd, 2018",1.0,3.0,"Like everyone else says, he's passionate but can't teach. He tries to explain simple concepts in such a roundabout way that they get too confusing. His lectures never line up with the scheduled topics that the homework is on. I felt that the 3 hours of lectures a week was better spent when I didn't attend class and study with the textbook instead."
Jason Siefken,MAT223,"Dec 11th, 2017",1.0,4.0,His teaching style is very confusing. He confuses even about the concepts that you know before. He encourages discussing the problems with the person beside you first and after that doesn't explain the solution properly. I don't recommend taking his class
Jason Siefken,MAT135,"Nov 21st, 2017",1.0,4.0,he teaches in a very confusing way. Makes you get confused about the things that you already know. does not do problem solving.
Jason Siefken,MAT223,"Oct 26th, 2017",2.0,4.0,"Nice person and passionate about the subject. However, his teaching methods can be quite confusing."
Jason Siefken,MAT135,"Oct 26th, 2017",1.0,3.0,"the professor is passionate. buuuuuut, he will make the concepts confusing even if u have learnt it before. he will cluster on the concepts but just don't get straightforward. i always don't know what his examples are asking about . it's quite different form the problems in the midterm test. i didn't go to his lectures and i still got 97% in test!"
Jason Siefken,MAT223,"Oct 26th, 2017",1.0,3.0,Confusing
Armanpreet Pannu,MAT291,"Dec 23rd, 2024",5.0,1.0,Best professor for calculus 3. Ensures he goes at a good pace so that going to lectures is worth it. Explains everything thoroughly and addresses all doubts during and after class. Super approachable and an excellent professor.
Armanpreet Pannu,MAT291,"Dec 15th, 2023",5.0,3.0,Professor Pannu is an amazing lecturer. He explains the class concepts quite well and does lots of walk through examples that allowed me to best understand the content. I was always paying attention in his lectures. Bless Pannu ily!
Armanpreet Pannu,MAT291,"Dec 9th, 2023",4.0,3.0,"Great professor! Concepts were explained well, I would've wanted more practice problems and things but I think this was an issue with the course itself not Prof Pannu. He could explain things well and did not have an uptight energy!"
Armanpreet Pannu,MAT291,"Dec 8th, 2023",5.0,1.0,"So good at explaining things. Such a hard course, and genuinely his lectures were the only things keeping me sane throughout the course. Is very very good at answering questions, and in general is just very approachable and fun"
Armanpreet Pannu,MAT291,"Dec 8th, 2023",5.0,4.0,"Prof. Pannu at UofT is exceptional. Best teacher I've had; he's dedicated, ensures everyone understands, and adds humor to learning. His ability as a grad student and teacher is inspiring. He sets a high standard for teaching excellence go to his section and not the other one  he shld be in charge . Hope to cross paths again. Good luck, Mr. Pannu!"
Armanpreet Pannu,MAT291,"Dec 7th, 2023",5.0,1.0,"Makes everything extremely understandable and clear, and teaches nothing more than you need to know, which is great for a hard course like this. Answers every question in class until whoever asks is satisfied. Teaches how to actually approach questions in steps, which makes tests and quizzes much easier. Clearly cares about the students."
Armanpreet Pannu,MAT291,"Dec 7th, 2023",5.0,2.0,Good analogies and engaging lectures. Teaches us exactly what we need to know and why we need to know it. Encourages the class to develop good study habits and cares about every one of his student's understanding of the material. You'd be lucky to have him.
Armanpreet Pannu,MAT291,"Dec 7th, 2023",1.0,3.0,"Makes constant mistakes in class, it disrupts the flow of learning showing consistent unpreparedness for the class. The mistakes can get so bad that 20-30% of the class may just be gone simply from those mistakes. The only reason the grades are normal looking for the students taking his course is because he tells us exactly the questions on it."
Armanpreet Pannu,MAT291,"Dec 6th, 2023",5.0,2.0,"this guy is a legend, I hated 186 and 187 but this guy made me like calculus again"
Armanpreet Pannu,MAT291,"Dec 1st, 2023",5.0,1.0,"Arman is an amazing prof! He is v funny (unintentionally), really good at explaining concepts (love the analogies!), and he made the course worthwhile. Even though calc 3 is supposed to be a difficult course, he explained things super well, and the environment was conducive to my learning. Would take again! (if i fail - plz let the final be easy)"
Armanpreet Pannu,MAT237,"Aug 8th, 2023",5.0,1.0,"He explains things well and always answers students' questions in details,"
Armanpreet Pannu,MAT291,"Dec 20th, 2022",5.0,3.0,Professor Pannu is an amazing lecturer. He explains things in a very intuitive way and creates a nice environment for the class. It's really easy asking questions in his class as he is very kind and cares for his students. His office hours outside of class are also very helpful and its really easy to approach him to ask questions.
Armanpreet Pannu,MAT291,"Dec 3rd, 2022",5.0,4.0,Prof Pannu is a great professor. His lectures are really clear and he simplifies complicated topics in a way we can understand.
Armanpreet Pannu,MAT291,"Dec 1st, 2022",5.0,3.0,"Pannu was a very good professor, he prepared a lot of demonstrations and had very good visualization tactics that assisted us with problems. Good teaching style and cares about the class. Would recommend"
Armanpreet Pannu,MAT291,"Dec 1st, 2022",5.0,4.0,"Awesome Professor, explained concepts really well and is very clear about what to expect on quizzes. His teaching method is great and works better than the alternative flipped classroom method in other sections."
Armanpreet Pannu,MAT291,"Nov 30th, 2022",5.0,4.0,"- Good teaching style, inclusive, and gives good analogies 
- Quizzes are challenging but not unfair
- Likes to keep the mood light which creates an approachable environment
- Inspirational"
Armanpreet Pannu,MAT291,"Nov 30th, 2022",5.0,3.0,The goat (please make the final easy)
Armanpreet Pannu,MAT237,"Oct 9th, 2022",4.0,5.0,"this professor's lectures are not very interesting and very heavy
homework? consult thaddeus page
exams are okay except for the final which kills
he is a good person overall and cares about students' well-being and traumas (to be fair they got the trauma by taking this class)
i hope he can quit engineering"
Belinda Wang,ECE110,"Sep 7th, 2024",5.0,2.0,"I don't remember how many students skipped other professors' sections and specifically attended her lecture - I was one of them. Thank her for saving my ECE110 class. It was very clear and easy to understand, and the teaching speed was very moderate, except that you needed to practice a lot after class. Sometimes it's also very humorous."
Belinda Wang,ECE231,"Apr 22nd, 2024",4.0,1.0,"explanations are surface levels, notes are super clear and logical. Simply read off the notes can give you a decent mark, going lecture is wasting your time"
Belinda Wang,ECE110,"Jan 23rd, 2024",5.0,2.0,Concepts are well-explained by Professor Wang using analogies and cross-references to other concepts in physics. Her lectures generate a potential difference that drives our electrical charges to thrive in the sea of knowledge.
Belinda Wang,ECE212,"Jan 19th, 2024",1.0,3.0,"Her lecture notes had a lot of pre-written content on it already, so if you are try and follow by taking notes, then be prepared to just copy her notes as fast as possible. No time to actually absorb any of the lecture content. Talking about the actual lecture itself, her voice is really flat, so classes are excellent time to take naps."
Belinda Wang,ECE110,"Jan 19th, 2024",1.0,5.0,"Had her for ECE110, be prepared to fall asleep in class. Her lectures are so trash that they will make you more confused than you were ever before. Reading the textbook and doing practice exercises + WILEY questions, and understanding the content will get you much farther in the course than anything else."
Belinda Wang,ECE212,"Jan 4th, 2024",3.0,3.0,"Had her for ECE110, and did not disappoint for ECE212. Posts good lecture notes and is very clear in explanations. However, she had a lot of pre-written content on her notes which made the lecture pace a little fast and confusing near the end of the course. Still a safe option if you are deciding between profs though!"
Belinda Wang,ECE241,"Jan 2nd, 2024",4.0,2.0,Explain the concept clearly and has very clear notes to be looked at. Some mistakes in the notes though.
Belinda Wang,ECE110,"Dec 21st, 2023",4.0,3.0,"Prof. Wang explains concepts well and does a lot of example problems in class which helps grasp concepts. She posted her notes online after class, which were a good study resource. She's a nice prof, but can give confusing answers to questions in class. She teaches many upper year ECE courses, so getting used to her lecture style may be a plus."
Belinda Wang,ECE110,"Jun 4th, 2023",3.0,4.0,"good notes, lots of self learning required (especially for labs), wileyplus sucks (textbook+assignment software), patient with students, fast paced lectures, need to study on your own a lot"
Belinda Wang,ECE110,"Apr 22nd, 2021",2.0,4.0,"Throughout the semester, Prof. Wang answered little to no questions on Piazza. This lack of communication caused mass amounts of confusion for all students. Also, her lectures lack a lot of interaction as she mostly just reads off her notes."
Belinda Wang,ECE241,"Dec 18th, 2020",1.0,4.0,"Professor is really bad at communicating. Her videos are very monotonous and hard to sit through, while Paul Chow's are fine. On the exams, expect point deductions in the strangest places for requirements that exist in the professor's head, but were never stated in the question."
Belinda Wang,ECE241,"Dec 17th, 2020",1.0,5.0,"Absolute yikes. Professor Wang doesn't teach material in depth and just readily assumes all students already know everything about digital logic. No clear help on piazza and extremely tough with grading criteria. Answer doesn't match marking scheme expectations? Get ready to get a 0. Also very skewed midterms to finals weightage, each being 30%."
Belinda Wang,ECE241,"Oct 29th, 2020",1.0,4.0,"Be prepared to do a lot of guesswork as to what is actually required for your labs, assignments, and midterms. The course requires everything to be done in a very specific (and highly redundant) way, so even if you get the answer correct, be prepared to lose marks for failing to read the professors mind about what the ""correct"" method was."
Belinda Wang,ECE110,"Oct 17th, 2020",4.0,3.0,"Gives good lectures. Does NOT put up with people chatting on her class (which I personally like, take it outside). Put in the work and she will gladly help you. One gripe is that this particular class (ECE110) requires purchasing WileyPlus (a terrible piece of software) but I'm not sure if she is even in control of that."
Belinda Wang,ECE110,"Sep 15th, 2019",5.0,3.0,"Probably the best Prof. for analog and digital systems. Amazing teaching ability, very clear and practical. Doesn't just recite the textbook, has a great style."
Belinda Wang,ECE241,"Aug 13th, 2018",4.0,5.0,"This course is fundamental to ECE243 in the next semester, otherwise of little value by itself. Nice prof, but lots of self-learning is required to figure things out, especially for labs. Labs (pre-labs especially) are very time-consuming, but worth very little."
Belinda Wang,ECE241,"Jul 7th, 2016",1.0,3.0,She is the worst prof ever
Belinda Wang,ECE110,"Mar 16th, 2016",5.0,1.0,A great prof!!
Belinda Wang,ECE110,"Mar 16th, 2016",5.0,1.0,"A great professor, helped me a lot. Her lectures are clear especially with the demonstrations that she did."
Belinda Wang,ECE110,"Oct 8th, 2015",4.5,4.0,"A great teacher, best teacher you could ever wish for."
Belinda Wang,ECE110,"Jul 22nd, 2015",4.0,2.0,One of my favorite professors at UofT
Belinda Wang,ECE241,"Apr 22nd, 2015",4.0,3.0,"Very organized lectures. Was course coordinator, and very well-organized course."
Belinda Wang,MAT3,"Dec 15th, 2012",5.0,1.0,Good
Belinda Wang,ECE110,"Oct 26th, 2011",4.0,2.0,"The course was pretty easy. Same with the prof. Also, Belinda totally sparked my circuits, and I offered very low resistance."
Belinda Wang,ECE110,"Apr 2nd, 2011",1.5,4.0,Unclear explanation of the content. very boring lectures. Makes simple concepts really confusing.
Belinda Wang,ECE110,"Dec 11th, 2009",1.0,5.0,"She is awful in teaching and interacting with students. She might seem ok in the beginning, but wait until you get your final mark. She does not know how to teach, students never got anything from her and she tests students on stuff they never learned. When your marks vaporize, you should know why.Mean and unhelpful."
Belinda Wang,ECE241,"Jan 21st, 2009",4.0,4.0,She is very helpful and a pretty good teacher overall.  She's always available to help if you need it.  The only downside is that she can be a bit boring in lecture sometimes.
Belinda Wang,ECE110,"Apr 19th, 2008",3.0,4.0,"Always helpful, whenever you miss a lecture, u can ask her to email you the notes..
 I sometimes fail to understand what she says because of her accent. Nevertheless, she is a cool prof, who intersperses 'yo' in almost every sentence she speaks!"
Belinda Wang,ECE110,"Nov 28th, 2007",5.0,2.0,I LOVE BELINDA
Belinda Wang,ECE241,"Feb 28th, 2006",4.5,1.0,"Probably the best prof I had in my 3 years of ECE!  Those who said her notes suck or don't know a thing clearly is ignorant.  She's been teaching for the longest time plus her industry background before she came into teaching is enough to prove she knows her stuff!  EXTREMELY friendly and approachable, even outside of class!!"
Belinda Wang,ECE110,"Jul 5th, 2005",5.0,1.0,"She knows a lot!!! well she is the best prof of the year i think, but i never think her joke is funny at all......also a cute prof~"
Belinda Wang,ECE24131,"Feb 19th, 2005",3.0,5.0,No Comments
Belinda Wang,ECE241ECE231,"Feb 18th, 2005",5.0,2.0,No Comments
Belinda Wang,ECE241,"Feb 14th, 2005",1.0,3.0,are you kidding me?! Belinda is the worst prof ever. even our TA's were saying she doesn't know a thing. Her notes were aweful. She was drawing a picture on the board and using that very same picture during the whole class(so lazy to draw a new one).
Belinda Wang,ECE241,"Dec 6th, 2004",4.5,2.0,the best prof for ece241!! you get so much practice in class and you'll be ready for the final! she's cute too!
Belinda Wang,ECE241,"Sep 22nd, 2004",5.0,3.0,"Very useful notes, sufficient practices in class"
Belinda Wang,ECE110,"Sep 5th, 2004",4.0,4.0,her writing is too neat but too small for ppl to see... useful notes though
Belinda Wang,ECE110,"Mar 31st, 2004",5.0,5.0,No Comments
Belinda Wang,ECE241,"Oct 11th, 2003",4.5,1.0,She's funny and cute! She's absolutly amazing tho!
Belinda Wang,ECE110,"Dec 17th, 2002",3.5,2.0,No Comments
Belinda Wang,ECE241,"Dec 13th, 2002",4.0,2.0,"Good Prof,  Try to get this prof for 2nd Year ECE - Digital Systems(ECE241)"
Belinda Wang,ECE110,"May 9th, 2002",4.5,3.0,the textbooks are a waste of paper
Belinda Wang,ECE241212,"May 1st, 2002",4.0,2.0,"wicked prof, preferred her in circuits, writing is crap though"
Belinda Wang,ECE241,"Apr 27th, 2002",2.0,4.0,No Comments
Belinda Wang,ECE212AND,"Mar 29th, 2002",4.0,2.0,"everything is good, but the writing is horriable..."
Belinda Wang,ECE241,"Mar 10th, 2002",4.0,2.0,Prof is tyte.  Good teaching style b/c she follows the syllabus well.
Belinda Wang,ECE212E,"Feb 8th, 2002",2.0,3.0,sux... notes for ECE212 were much better than 241
Belinda Wang,ECE105,"Feb 3rd, 2002",5.0,3.0,I switch to ECE after taking her lecture!
Belinda Wang,ECE241,"Feb 3rd, 2002",3.0,4.0,"This prof is pretty cool.  Says ""YO"" all the time."
Belinda Wang,ECE212,"Dec 13th, 2001",4.5,2.0,No Comments
Belinda Wang,ECE212,"Dec 13th, 2001",4.5,3.0,No Comments
Belinda Wang,ECE212,"Sep 29th, 2001",4.0,3.0,No Comments
Berj Bardakjian,ECE110,"Feb 7th, 2024",2.0,3.0,90% of the time he gets angry at students when they ask questions . Ugly slides. Always late to lectures. There are some good moments and he seems to care about the subject but there's not enough good to make me rate him higher than a 2.
Berj Bardakjian,ECE110,"Sep 7th, 2022",2.0,3.0,"Always late to lectures, disrespectful and almost ridicules your questions, does not go beyond reading lecture slides, and speaks very monotonously but gets surprised when students cannot focus. I am rating a 2 because he is knowledgeable. However, if you skip lectures and read the textbook, you would be saving time."
Berj Bardakjian,ECE110,"Jul 14th, 2022",1.0,4.0,"Student: What is voltage?
Berj: Snails move slowly.

I think that would be enough."
Berj Bardakjian,ECE110,"Feb 13th, 2022",2.0,4.0,Skip attending this class. You're better off just reading the textbook.
Berj Bardakjian,ECE110,"Jan 31st, 2022",1.0,4.0,Lectures are trash just reads the slides and just says equations out loud.
Berj Bardakjian,ECE445,"May 24th, 2019",1.0,3.0,"This course is not difficult but the fact that the prof is incompetent at teaching is the problem. If you ask a question and his answer is unclear (which is quite often) and you ask for more clarity, he'll give up and divert with a joke or ask you a counter question or give a frustrated look or just repeat the same thing with a fluctuation in tone."
Berj Bardakjian,ECE110,"Feb 22nd, 2019",1.0,3.0,"Expects you to know and absorb everything instantly, gets mad at almost 95% of questions. Discourages a learning environment."
Berj Bardakjian,ECE110,"Sep 25th, 2018",2.0,3.0,"Assumes you know everything, answers all questions like they are stupid questions. His slides are a copy from the textbook, and all he does is read from the slides."
Berj Bardakjian,ECE110,"May 11th, 2018",4.0,4.0,Pretty good professor who has clear and concise explanations. Really helped me learn the concepts of the course.
Berj Bardakjian,ECE110,"Mar 20th, 2018",5.0,4.0,"Best ever, some might not understand him but cares about his students and content."
Berj Bardakjian,ECE101,"Jun 17th, 2017",4.0,4.0,"Pure genius,  perhaps too smart for his own good."
Berj Bardakjian,ECE212,"Mar 15th, 2017",1.0,3.0,"Was very critical of people and would regularily put you down in front of the class when asked any sort of question.  That is why we go to class - to learn and ask questions, he did not get that concept.  I ended up skipping most classes and still did fine, what's the point of paying for courses if the prof doesn't answer questions."
Berj Bardakjian,ECE445,"Dec 17th, 2016",1.0,5.0,"The worst prof I've ever had and an even worse test writer. The questions are one line asking to ""derive this"" or ""describe this"" and then he gives you 2 blank pages to condense all the key points of an entire chapter in to an answer. Spends entire lectures stroking his ego at how amazing his subject is instead of teaching the damn thing"
Berj Bardakjian,ECE445,"Dec 14th, 2016",1.0,5.0,"""If you just think clearly you can see that it's obvious"" The material *is* interesting, though the professor is just constantly in this mild level of condescending throughout the year. He is the main reason I regret taking this course.   Studying is difficult, conscientious decision not to post solutions to anything."
Berj Bardakjian,ECE445,"Oct 31st, 2016",2.0,4.0,"He spends more time talking about how the students should understand/know something instead of actually explaining the concepts. He has a skewed view of people's intelligence and expects people to remember everything they've done in previous years with perfect accuracy. His answer to every question: ""If you just THINK about it, it's very simple"""
Berj Bardakjian,ECE110,"Feb 5th, 2016",1.0,4.0,"This man truly believes that everything he teaches in class is on auto-understand, and he takes offence when you ask a question. his answers are vague and dont actually answer your questions. He is really supportive of his colourful lecture notes and actually stops lecturing to demand that you not look down and take notes but look at  him. USE TEXT"
Berj Bardakjian,ECE110,"Feb 10th, 2015",4.0,2.0,great
Berj Bardakjian,ECE445,"Mar 25th, 2014",4.0,3.0,"Good lecture notes and teaching skills. Also cares about students. However, course requires lots of memorizing and test questions tend to be vague."
Berj Bardakjian,ECE445,"Dec 11th, 2012",2.0,4.0,"He's so smart, that he doesn't understand student's questions in his lectures. He is very enthusiastic, but also an idealist, so be prepared to hear phrases about love and emotion, and learning. His idealisms have the unfortunate tendency to unite the class against him. Not my best prof, but not the worst."
Berj Bardakjian,ECE445,"Nov 20th, 2012",1.0,4.0,Horrible. He disguises his inability to teach behind crazy enthusiasm. Only cares about the students with good grades. Everyone else is class average fodder.
Berj Bardakjian,ECE445,"Dec 7th, 2011",5.0,3.0,"This is one of the best professors at UofT. He is very interested in the material, and makes sure that his point is sent across."
Berj Bardakjian,ECE445,"Dec 2nd, 2010",2.0,3.0,"Good notes, but his answers to questions make no sense and is sometimes unclear in lecture. Tests focus too much on derivations and multiple choice questions are very ambiguous."
Berj Bardakjian,ECE110,"Aug 10th, 2010",1.0,1.0,"Took into to ECE with him. Useless. Notes are unclear, does not answer questions well, and is very confusing. I skipped a lot of lectures near the end and just learned everything out of the textbook. I ended up with 99 in the course. If possible, avoid this prof."
Berj Bardakjian,ECE110,"Jan 13th, 2010",1.0,5.0,Don't go to class.
Berj Bardakjian,ECE110,"May 1st, 2009",5.0,4.0,Pure Genius! Best out there!
Berj Bardakjian,ECE110,"Apr 21st, 2009",1.0,5.0,"by coming 5 mins late to class wasted 5*37 = 185 minutes!!!!! ahhhh, he was supposed to give to ""review"" lectures, what a (...). who hired this guy? whyyyyyyyyy? whyyyyyyyyyy???????????"
Berj Bardakjian,ECE110,"Apr 15th, 2009",1.0,5.0,"OHhhhhhhhhhhhh, why is he in the lecture roam??? this must be a joke! ZERO benefit from classes, and the book isn't that good either. He had mistakes on the ""notes""(which arent' really notes AT ALL) for two days!!!, he is too lazy to do real teaching. If he really cares, he would have changed is nasty way."
Berj Bardakjian,ECE110,"Apr 15th, 2009",1.0,4.0,HE IS THE WORST. DO NOT GO TO HIS CLASS IT IS POINTLESS AND HE DOES NOT KNOW WHAT HE IS TALKING ABOUT.
Berj Bardakjian,ECE212,"Apr 8th, 2009",3.0,4.0,"Had him for complex variables in the 90's and on the last day he actually told our class: ""In all my years teaching I never understood why engineering students had such a bad reputation...until now. I hate you and the exam will reflect that.""  To be fair though, there were some real idiots in our class who always tormented him. I thought he was ok."
Berj Bardakjian,ECE110,"Mar 18th, 2009",1.0,5.0,"unfair, torture, don't go to his class, study on your own and demand your money back."
Berj Bardakjian,ECE202,"Sep 2nd, 2008",5.0,3.0,Awesome! excellence! Superior Quality teaching! This man Cares!
Berj Bardakjian,ECE445,"Oct 14th, 2007",4.5,4.0,Berj epitomizes the essence of higher learning - the ability to digest abstract information and apply it in useful ways. Top employers should use results from his advanced courses as a measure of intellectual capacity and brilliance.
Berj Bardakjian,ECE101,"Feb 24th, 2005",5.0,1.0,No Comments
Berj Bardakjian,ECE445,"Jan 28th, 2005",5.0,2.0,"Berj was a great professor, he actually cares and loves what he does. He will help you if he sees that you care. HIGH RECOMMEND HIM!"
Berj Bardakjian,ECE445,"Jan 14th, 2005",1.0,5.0,"""Get into the zone"", ""be the neuron"", and such will be only some of the comments you'll get used to.  Also, you'll get used to him showing up later almost every lecture.  His questions are ambiguous, unfair, and long.  The subject matter is nice, but the prof sucks big time."
Berj Bardakjian,ECE445,"Oct 6th, 2004",4.0,3.0,He is a great professor..very clear..but not very willing to answer silly questions :D
Berj Bardakjian,SCI,"Jun 29th, 2004",5.0,2.0,"great teacher, i like his method of teaching. Berji comes off a little light sometimes but I will say he really cares if you do as well."
Berj Bardakjian,DYNAMIC,"Jun 16th, 2004",5.0,3.0,This is the most awesome teacher in the world. He is very helpful and entertaining as well. I highly recommend him. He is the only prof. that truly cares. GREAT PROF!
Berj Bardakjian,ECE203,"Feb 8th, 2004",4.5,2.0,"I like him, he's pretty cool and he explains the course pretty well. you just gotta ignore some of the things about him that people find disturbing. and hey, nothing wrong with him being a vegetarian either, you know that he won't butcher us on the exam"
Berj Bardakjian,ECE203,"Feb 6th, 2004",4.0,3.0,"Pretty good prof (even though he's clearly ****). Unlike most U of T profs, he actually makes an effort for the students to understand the material and explains it quite well. ""Bravo Berj"""
Berj Bardakjian,ECE203,"Apr 19th, 2003",3.0,3.0,"If any prof was a fasion designer on the side, it would be Berj.   Don't look at what's on the slide, look at the entire slide first, the colours, the formatting, THEN look at the information."
Berj Bardakjian,ECE203,"Apr 8th, 2003",4.5,1.0,He is cool but his course is much easier than what he thinks
Berj Bardakjian,ECE203,"Feb 20th, 2003",4.0,4.0,still wondering how to manage his voice like so sexy~
Berj Bardakjian,ECE445,"Dec 17th, 2002",1.0,2.0,No Comments
Berj Bardakjian,ECE203,"Sep 7th, 2002",5.0,3.0,No Comments
Berj Bardakjian,ECE445,"Jun 4th, 2002",3.5,4.0,No Comments
Berj Bardakjian,ECE203,"Apr 27th, 2002",5.0,3.0,No Comments
Berj Bardakjian,ECE203,"Mar 29th, 2002",4.0,4.0,Who could concentrate when this man is teaching!
Xilin Liu,ECE110,"Jan 9th, 2025",1.0,5.0,Rather unmotivated prof. He really doesn't care about what he puts on the slides. Tests and exams can be very different from the slides.
Xilin Liu,ECE110,"Apr 23rd, 2024",2.0,3.0,Prof. Liu loves to challenge the students and make them cry by making the exams hard. That's not good.
Xilin Liu,ECE110,"Jan 19th, 2024",1.0,3.0,"His lectures were a complete waste of time. He just mostly read the slides and copy pasted the fill in the blanks on the slides from his notes. Explanations were awful, just reading out from slides. People on piazza also commented that his notes actually skipped a major question that was 20% of the final exam."
Xilin Liu,ECE110,"Jan 19th, 2024",1.0,3.0,"Lectures usually involved him reading his own notes and copying his notes to the slides and just repeating the said slide out loud. Lecturer was extremely hard to understand, very thick accent. Reading the textbook and doing textbook questions is going to be far more useful for this course anyways."
